,id,review,class,user,date_review,rating
38,374,Its so slow	Its so slow man.,RT,nnHciFbdMB,2020-01-08,1
39,373,"good game but...	I paid for it and not only do you now charge for all the extras, but you serve me ads too!",RT,urJmFvvuKd,2020-01-03,1
40,372,Paid app  and still needs to pay more?	Really?,RT,RSHlPaznyk,2020-01-10,1
41,371,No help function. Wtf??	No idea how it works.  Just kept blowing myself up.,RT,mhgkrgkeNF,2020-01-08,1
42,370,Its way too slow!! Loved this app Then I updated and its like a flipping sloth Ugh!! FIX PLEASE!!,PD,KtzGwsUeCx,2020-01-20,1
43,369,"Older versions of this app used to allow me to preview word, excel and pdf documents While the preview pane is still there the app just tells me the file name and size and does NOT display the content Completely useless",PD,YmQTRwDaVw,2020-01-24,1
44,368,I have a factory refurbished older iPad and it cannot run IOS 7  Cant you make a legacy Dropbox app available for those of us that dont have brand new equipment?,PD,tmOMdfgEWf,2020-01-27,1
45,365,Why run at startup??	Asking for unnecessary permissions Also I do not want the app to run at startup! I would rather uninstall this,PD,zvilLWBbwX,2020-01-21,1
46,364,Bots?	I would rate it higher i love the app but it says there are bots on my network and i cannot fix it,PD,qKRsjEnHLC,2020-01-19,1
47,359,Update issues!	As soon as this was updated it will no longer give me accurate search results! Please fix pinterest!,PD,UCMtsiEOlI,2020-01-07,1
48,3468,I would like to say that I do not like the fact that the password has to be reset,UE,JGwVMbePKv,2020-01-25,1
49,356,"Failed to upgrade	I couldnt upgrade to the new version, had to delete the app, now I cant install it again",PD,WgQvQdCZol,2020-01-29,1
50,306,"Since they did a new update almost all my JPEG take too much time to open or even dont open I need to save the file to see the photo on my iPhone 

How can I have the old version?????",PD,wWSxlBoioE,2020-01-18,1
51,305,"The inverted colors of the icon induce retinal after images, and in-app, the whiteout is hard on the eyes The experience on an iPad Air is one of huge expanses of white or badly contrasting off-whitelight blue and stencil-thin pale icons battling the brightness of it all The spartan look works fine on an iPhone, where there is proportionately less white assaulting the eye with the iPad, however, I keep trying to reduce the brightness of the display, but that only further impacts contrast and legibility 
Also why is it not possible to change names of files or folders??",PD,oVMRHBHgLb,2020-01-28,1
52,304,"This update makes it harder and slower to use The icons for different file types all look very similar, which makes it slower to scan through and find the desired file The old version used colors, which made it much faster to use",PD,uwOUoLQDgU,2020-01-07,1
53,303,"I care more about the functionality than the looks, so this review will say nothing about the updated look  There are some major bugsproblems with the update!!!!  I am no longer given the option to open in  This means, I can look at my Numbers spreadsheets, but I cant open in Numbers, so I cant work with those spreadsheets or enter any info on them  Major issue!!!  It makes dropbox completely useless for me     Please fix this !!!!!",PD,sVygFWhnxF,2020-01-22,1
54,3424,"Evernote is now virtually unusable I was simply trying to toggle check marks in my grocery list yesterday, and it would take three or more attempts to acknowledge me, and then suddenly the keyboard would pop up without any reason and the screen and cursor would jump to the bottom of the list When the program did finally acknowledge me, the check marks would be delayed by about 2 seconds each as if it had to stop and sync between every gesture

Do people even test apps before release any more? Who thought Oh, yeah, this looks perfect, should be fired",UE,mcRUAGPIMX,2020-01-10,1
55,3411,I loved Evernotesthat is Until I download iOS7 With their new and improved look they also did away with everything you ever had saved  They did however manage to maintain the notebook namesunfortunately all of the notes within those notebooks were erased  I used this app for work and personal businessall files gone!  Be sure to only use this app for unimportant notes  Very disappointed -(,UE,sEreGfTOUM,2020-01-07,1
56,254,None of my photos will load even tho they have been uploaded to Dropbox for months Ever since the update none of my photos show up in Dropbox Its just white boxes App is no use for me if it wont load my photos,PD,MjePUXvKZK,2020-01-18,1
57,253,This app used to work flawlessly After the most r event update however I cant even open it I get the logo screen and then the app crashes completely The update has rendered it useless!!,PD,QqxgyUAgdJ,2020-01-18,1
58,252,"I just installed on my 3Gs and it took forever to load .. Now when I tap 
on it its just a blank white screen .. Im pissed",PD,KFuDZOWYii,2020-01-13,1
59,251,Just installed update and its unusable now because it crashes 100% of the time upon startup,PD,MUXxqHnVdm,2020-01-24,1
60,249,"I cant load 2 minutes of any video, and now I cant even fast forward the video at all. I used to love this app, but you idiots ruined it for me. Does anyone know where I can get a new flash video player?",PD,KPmsnXzasM,2020-01-06,1
61,248,"Really need to know how far a restaurant is from my current location so that I dont hAve to take a cab from hotel or fight traffics Would like to know whats near me  

Too bad it has the makings of a great app!!!

Back to yelp",PD,QNWUdtfMXa,2020-01-21,1
62,246,After I installed my 12th vid app has frozen and I cannot access the app or any pics.  Any help ?,PD,NEsiWCGnSh,2020-01-10,1
63,244,"Looks like it would be a great app, but it only downloads grades for 1 class...hmmm. Pretty useless for me right now.  Im extremely disappointed since the website is difficult to use on my iPhone. This app has too many connection problems & its too slow. Ill use the crappy designed website until this app gives me something useful to see. Ill try back later :(",PD,wgpxLgELAo,2020-01-10,1
64,241,Gave me an error first time after uploading check images. App crashed the second time while uploading check images.,PD,zwYqGCxQxa,2020-01-20,1
65,239,"Frequently crashes and does not allow local storage of personal notes, which are automatically stored on painfully slow Evernote servers  Personal notes and passwords have been compromised by hackers once already  Hope you did not have anything sensitive in your notes!",PD,BQZswLXFdC,2020-01-12,1
66,3406,"My Mac OS X version is working fine, but the app does not upload my data until I soft reset the phone Useless iOS 7, iPhone 5",UE,LxcfAXNKZZ,2020-01-28,1
67,233,"Im very disappointed with this app. I loved when it worked, but since the new update it wont even open! That last update was at the end of October, and now its the beginning of December .... one would think that a big company, with Im sure a nicely paid Tech team, would have figured out the bugs by now. Dont waste your money on this app until they fix it!",PD,alWxbdhwjY,2020-01-09,1
68,2138,Selemon	0509833560,RT,SLYFALnIht,2020-01-25,1
69,231,After this latest update I cant even get into my account on either my iPhone or iPad it says incorrect password!!! What a freakin joke of an update! Do they even test before sending out these updates or what?,PD,JXCxgTjzkR,2020-01-24,1
70,230,Since update I can not open links or pictures from email. Please fix.,PD,IifLlDkkUa,2020-01-01,1
71,229,What happened?? I cant access my program now. Will cancel if problem is not fixed soon!,PD,ICzovHISWO,2020-01-16,1
72,228,What happened?  I used  to rely on Dropbox to transfer files from my iPad to my computer The camera upload still works but thats about it They need to fix this App!!!!!,PD,fDJOIZRiux,2020-01-29,1
73,224,"The white app icon is so atrocious, Im hiding it away in a new folder that Im naming Ugly Apps It will be joined by Photos and iBooks Some other Apple bloat-ware apps, like Game Center, Newsstand, and Passbook could go in too, but theyll just stay in my Crap! folder instead",PD,abiVMoRnjj,2020-01-23,1
74,223,This app doesnt work. Its terrible. Goes to show you what happens when media companies lock their content.  I have time Warner and should be able to watch. Whenever I choose my provider nothing happens. It times out then crashes. Really poor job by everyone involved here. Garbage.,PD,YwHKfvHouQ,2020-01-22,1
75,220,"The one good thing about the last update ws the ability to make folders. But, you are not able to make folders inside folders. I wish you could. The bad things about the last update? Now typing has lag which is very annoying. I dont see how that happened since there is no crazy graphical interface or anything animated. The major thing that is pretty much a deal breaker for most people is the removal of the TAB button. I always hated that the TAB button was up on the ruler. I would prefer having only one shift key and place the TAB on the keyboard. But now i wish it was back up top at least. Now you have to go through a complicated process and menu to use it. Ive stopped using Pages now since it is such a pain to tab unless you are using a bluetooth keyboard.",PD,MHYGRLuRLa,2020-01-16,1
76,217,Until the last update Please fix,PD,GtnOjKMGzb,2020-01-16,1
77,266,Nice going. I loved this app. You could match any face anyway you want. Till I downloaded the update. Now the hue a saturation is all messed up. It was perfect before. Change it back!,PD,EHNnztkDhI,2020-01-07,1
78,386,Lame	Just stick to Auto Awesome on Google+.,RT,JWnVYdvVdE,2020-01-07,1
79,3427,"Not worth your time, unless you like to be disappointed",UE,klzHUGPSzk,2020-01-25,1
80,2123,Shubham kumar	I like this app bcoz  Its realy easy n so fstafter all it is d no1 messenger on android It is very quick n low datausageon my smsng galaxy y,RT,pyBRXRPfmA,2020-01-08,1
81,302,My iPad works fine when I open Dropbox But every time I open it on my iPhone 4 is either crashes or it continuously pulls up a messiah making it hard to close It needs to fixed Fast Even after the current update just a day ago it is still crashing on IPhone!! This needs to be fixed,PD,oxYNDYmodL,2020-01-22,1
82,301,I have an ipad 1st gen which can not update anymore I want to install dropbox on that device but dropbox can not be installed! I hate it Why not support the previous IOS version? How can we use it?,PD,oaWSEtVjyU,2020-01-30,1
83,299,"Ever since iOS 7 update, Dropbox has not worked constantly crashes, when it does run it is EXTREMELY slow, and there are problems with camera uploading PLEASE FIX ASAP",PD,YUdKvqXYHP,2020-01-08,1
84,298,"Very aggravating! First, game wouldnt load, just got loading spinner. Now game will load for 1 play then when you try to play again......black screen, loading spinner! Waste of money! Please fix it!!",PD,WnsyFpMjwY,2020-01-13,1
85,905,I will give this app a much higher rating if you fix the Larimer County Fire and EMS...,RT,ujWzoFfIkn,2020-01-01,1
86,296,"This is just do frustrating. Only solution is
Delete and re download app. Then it freezes again on camera launch...! Happened for the last month.
Please fix it then I will
Gladly give all
Five stars...!",PD,SuptkaTTvx,2020-01-17,1
87,2973,"The one good thing about the last update ws the ability to make folders. But, you are not able to make folders inside folders. I wish you could. The bad things about the last update? Now typing has lag which is very annoying. I dont see how that happened since there is no crazy graphical interface or anything animated. The major thing that is pretty much a deal breaker for most people is the removal of the TAB button. I always hated that the TAB button was up on the ruler. I would prefer having only one shift key and place the TAB on the keyboard. But now i wish it was back up top at least. Now you have to go through a complicated process and menu to use it. Ive stopped using Pages now since it is such a pain to tab unless you are using a bluetooth keyboard.",FR,OnUCBFqIzJ,2020-01-12,1
88,2978,"Great idea for an app and works okay for gas and chain restaurants, but that is literally all you will find. No grocery stores, cafes, or anything that is not fast food or large chains. No coffee shops other than Starbucks and no foreign foods, and definitely nothing remotely healthy. Also lacking an option for submissions.I was excited at the possibilities for this app but the reality is much more disappointing.",FR,dHMPENXcxf,2020-01-11,1
89,292,"First off, let me say that it looks great...if I could get it to stay up for more than 5 seconds...then it CRASHES!  The concept is wonderful and the app appears to be very nicely done from a user interface standpoint but it is very unstable.  Big disappointment since I use this for my doctoral studies, major failure in the mobility and convenience categories...0 out of 10 for usefulness.",PD,RgSvKflnrT,2020-01-21,1
90,289,"I downloaded this app so I could load my physical card and take advantage of the $10 free offer but the app wont open. Ive rebooted my phone, and deleted and reinstalled the app. No luck. Was there any quality control on this thing?",PD,yklLEpVDyJ,2020-01-18,1
91,288,"Will definitely download and re-rate as 5 stars when this is fixed. Unusable if you want that option, which is why I give 1 star.  Dont bother putting brown rice in the special secrion as it may be missed.  Great way to order and avoid any miscommunication with staff.  Love the food a ton!",PD,nnYJCNhEev,2020-01-21,1
92,287,"I have the paid $20.00 version. Worked great until update. Seriously, nothing works now. Greens are not tee boxes and swimming pools are not greens.",PD,xgijhWwRMN,2020-01-16,1
93,286,"This once great app is now useless.  Every address I enter fails.  I was a faithful and constant user before the update, now I am searching for another app that actually works.",PD,tThxqvsPhj,2020-01-16,1
94,285,The only thing this is good for is starting documents. If you try to upload your documents from google documents the document is just gray.,PD,XhNVTtULut,2020-01-15,1
95,284,doesnt load properly on my 3GS with the latest iOS. used to show picture relating to current weather but not anymore. radar map takes forever to load.,PD,hVDVnLXiCT,2020-01-04,1
96,283,The upgrade keeps crashing and I cant even get it to work!!!!,PD,NUcfVpDvIP,2020-01-06,1
97,279,I cant even install it. I am now with out my navigation. This is the worst. Hurry up and fix it and I will change it to an 4 star,PD,rhLPESmnuS,2020-01-20,1
98,278,App hasnt worked in a month. That shows no effort in trying to fix this. You all failed.,PD,pKmFcdkFiF,2020-01-28,1
99,277,Crashes after update,PD,keqeNfXRmM,2020-01-20,1
100,276,The new update doesnt work. Wont even open now. Cant believe I paid for this app!! I have found better apps for free!!!,PD,gxKWFmAxHU,2020-01-09,1
101,275,Im glad I didnt pay the $10 for this app. Every time I try to load it it crashes. Theres a 50-50 chance that I will get alerts. I got the app so i would know about warnings and to help keep my family safe. I would not recommend this app unless they fix all these issues. I want something that will work all the time not half the time.,PD,hoLPBFWAbX,2020-01-07,1
102,273,Now it crashes and I cant get in anymore. Please fix!,PD,cUYRKqCLOG,2020-01-27,1
103,2992,They should add the function to buy Starbucks gift cards via iTunes store. I wonder if theyll add that when iOS6 comes in with passbook?,FR,YTupXrgldl,2020-01-12,1
104,269,The few times it worked it was an awesome app. Now its total frustration: takes forever to load and then crashes. Lame!,PD,uoqdSLAHeZ,2020-01-27,1
105,215,I loved SoundHound before the last update. Now I cant view my history. Ive tried several times and after 30 minutes of waiting for it to download I just give up. Back to using Shazam. I hope this gets fixed.,PD,HrDfilphji,2020-01-05,1
106,387,Not gooood at all >_<	I dont like at all u can download only one pic & i want to download albums or videos tooo thats sucks >_< >_<,RT,JCgnURBXRE,2020-01-15,1
107,389,"No more Chathead Popups?	Gees thats the only reason why I installed this app and now its gone :| bye messeger :(  I dont like the Facebook app either, just another app that eats ram... --&gt;Browsers, all in one",RT,GurRJuDCdE,2020-01-29,1
108,2848,"Bad!!!	When i want take a picture, the picture from my camera phone is not shown, just blank.. plis fix it. My phone is samsung galaxy young s5360",FR,aMGFyZAKkK,2020-02-28,1
109,2849,Update	The app refused to update but others would. Had to uninstall.,FR,FVgtHDuFyS,2020-03-16,1
110,2850,Sucks	Forces close when trying to post on instagram,FR,blWcvtkKte,2020-02-27,1
111,2851,Does not property work on the 2013  Nexus 7,FR,naPxyXdsLA,2020-03-10,1
112,2599,It sucks	I was trying to do something so simple and I cant figure out anything Have no idea how the other ratings are so good,RT,RCedykAQpa,2020-02-24,1
113,2852,"Not working.	I have a wifi printer and when I try to print from my droid RAZR Max HD it says need to download update.. then when I try to download update, it says Update cannont be completed. Error. Fix and Ill change my rating. Or advise me what to do.
",FR,PXDlhmdVwl,2020-02-23,1
114,2853,Wont launch on my Galaxy S4	All I get is a black screen.,FR,HBtpbEznwG,2020-03-11,1
115,2854,Sony xperia sp	Sony xperia sp native resolution not supported,FR,HQqDVGvoxT,2020-03-09,1
116,2855,Problem while activating	Iv been using viber since a long tym nd it has never dissapointed me but I just deactivated my account for a day nd den I try to activate...I dont get my code by txt nd neither do I get a call...im trying again n again please fix the problem,FR,ttsUfhWYNs,2020-01-29,1
117,2856,"Pay version still spamming	I bought the paid version and I can still see promotions in the dashboard.  Remove it!  Edit: Developers asked me to disable promotions.  I did so, there seems to be an option to autocheck new promotions .  However,  this only disables the updating. The annoying ad-bar is still visible on the dashboard displaying a generic promotion of their products.",FR,VzTVAjdMSf,2020-01-08,1
118,2847,Slow.Buggy	It takes more than a minute to open a file which is opened within 10 seconds in polaris office-Tab 2-3100. Needs speed improvement. Edit: It shows only a blank white screen when we try to open some .doc files!!OMG Developers! I hope you have tested the file which I have sent to you.,FR,YjqobFVXqo,2020-01-29,1
119,2857,Doesnt work	A poor app unfortunately. It started loading pictures then took me back to homescreen with no video or upload.,FR,CwIGgxNIDB,2020-01-05,1
120,2859,Game keeps crahing on me please fix.,FR,BEmBtbcNPD,2020-01-24,1
121,2860,"Can I go back to older version?	Loved the app, was quick and always connected until the last update.  Have tried every suggestion.  When I first open it, nothing happens, it just sits at an empty screen.  Have to close and reopen several times and it is so slow to connect now.  Hope it improves.  To be fair, I am having same is with lastest tappatalk upgrade also.  Galaxy Note",FR,riZxOYYKdW,2020-01-11,1
122,2861,bugs bugs bugs	lots of bug i cannot login anymore...my device lag when trying to open the app...fix this sucks!!!,FR,zjfoQjkvTA,2020-01-21,1
123,2036,Purchase	If you remove the purchase i will rate 5 stars,RT,FOEGwGbfPj,2020-01-07,1
124,2862,"LG Spirit	many bugs sometimes it wont shoot a picture and i have to reopen app, orientation when I rotate phone works about 20% of the time, touch to focus is terrible, focus in general is terrible no matter what setting and other things as well. HD CAMERA PRO takes MUCH better pictures and its free. Quit adding so many features...who cares what frame i put on a blurry picture?",FR,bnkLyOuaJt,2020-01-09,1
125,2863,Crashes since update	Crashes whenever I go to the purchase coins section. Purchased coins but they dont show...,FR,vmZiKlhDZu,2020-01-21,1
126,2864,Unclassified	Always I dont get connected even though I have enough net band width.... unable to to line call,FR,CApqrHGcAi,2020-01-21,1
127,2865,"Camera DOOM FX	Pictures will not save to external SD card.  In fact they are saving to a temporary folder and are not even showing up in the gallery. Emailed Dev replied dealing with it, have heard nothing since.",FR,nBogjgQOOW,2020-01-20,1
128,2866,Unusable	Unusable. Whem trying to find the right forum it takes forever to scroll down!,FR,GxMiTCFhWw,2020-01-13,1
129,2867,"In game purchase not working	Games shuts down when I first tried buying or when tying to restore the purchase. I will change my rating when you fix this.... I gave you my money, the last you can do is have a fully functioning app!!",FR,CpFJVserco,2020-01-17,1
130,2858,Not happy	I downloaded this app because I have the first one and I loved it but this one will not even load on my phone all I get is a black screen and music plz fix,FR,OJmktPmutn,2020-01-24,1
131,1994,Good	Pls add more feature allow me to send pdf file to frnds,RT,cEYMEWfdVH,2020-01-17,1
132,2846,"Keeps Crashing!	Installed, on the loading page and it crashes! Tried re-installing, shutting down my phone still the same. Please fix this and Ill give a 5 star rating.",FR,fWObaDCQFi,2020-01-19,1
133,2845,Could be good	Doesnt load.... Moto  electrify m.... Fix and I will give a better review,FR,xlHLTESasY,2020-01-19,1
134,2721, Just stops 	 Sucks,RT,IfbYgdRtrc,2020-01-11,1
135,2746,Not gud app!!!!,RT,onvahUPEgL,2020-01-23,1
136,2747,"Worst	Worst dam app do not download,it sucks",RT,jKgIFMHdmn,2020-01-18,1
137,2758,New to me	Have not tried it yet,RT,gkKpymKdKz,2020-01-09,1
138,2793,very good	love it so bad -*,RT,UzPBXUXzOe,2020-01-09,1
139,1747,??????,RT,xgOBkfzIzI,2020-01-03,1
140,1745,Ever spent an hour trying to find a user name that would be accepted?  This app is it!  What a freaking waste of my time!   I would give it a zero if it would allow me!,RT,ItRLGWlngV,2020-01-06,1
141,1931,Railalupadhyay1010@gmailcom	Ramlalupadhyay1010@gmailcom,RT,gidarHmyeh,2020-01-03,1
142,1741,"Todays update, dated March 1, 2013 is horrible!  Every single time I open up the App, it defaults to the Updated view of all my notes Then, when I select either Title, which is how I REALLY WANT to organize my notes, in alphabetical order, or I select Created,, the App immediately crashes and closes  I have tried this over 50 times! I tried rebooting my iPadno to avail  I tried deleting the App all together, and then reloaded it, but still the same problem!  This HAS TO BE FIXED ASAP PLEASE!!!!!!!  I cant effectively use my notesits too much of a hassle to try to look in each month for a note created, and even each month is not in alphabetical order  THERE IS NO RYTHME OR REASON TO THIS UPDATE!!!!  I have always been one of your biggest advocates and proponents  If this bug isnt fixed pronto, I will have to delete Evernote permanently, and use a different App!  ARGHHHHHH!!!!!!",RT,yFIGbPKwqr,2020-01-10,1
143,2833,Cant read exel file correctly	After updated yesterday. I cant read the exel file correct as original. Please help.,FR,UuvnxYkRsp,2020-01-10,1
144,2834,"Cant get a response from Developers	The game itself isnt bad. If anything,  a bit monotonous.  However,  the manual is less than desirable,  specifically when speaking about how to feed cows. I figured out meadows on my own, but cant make straw bales for the life of me. And, this is apparently hkw to create manure flr fertilizer. I have emailed the developers, amd received no response. VERY FRUSTRATING! You spend money in the game for equipment that you cant use.",FR,HXxazVFVkI,2020-01-04,1
145,2835,Not working properly .wont download emails to inbox,FR,HUXSpvMWAc,2020-01-05,1
146,2836,">:(	The app closes everytime i take a picture >:(
",FR,aGRMfzpnMC,2020-01-12,1
147,2837,less then 1 star	Downloaded and not been able to play yet as keeps crashing and closing,FR,zctQEmfBqZ,2020-01-06,1
148,2838,"Nexus 4	The game do not have any audio, please fix it!!!",FR,WVWWoLowJH,2020-01-18,1
149,2839,It sucks	When I press ? nothing happens plus I cant even share the videos I make,FR,tWXlZhQlKS,2020-01-08,1
150,2840,Buggy app broke by update	Another paid app fail.  Edit: back to 1 star again! Now crashes everytime a battles won.,FR,KfSmmcFKKW,2020-01-03,1
151,2841,Pretty wired	Sometimes on 1st opening it flashes green colour and i need to close it and open again. 5 stars if yuo fix this.,FR,YdBHkhxjAG,2020-01-10,1
152,2842,"Ruined by DRM	I tried to play it, but all I get is, Cant Access License Server - really?  DRM is destroying games on my mobile devices too??",FR,AdiIoWzrMs,2020-01-15,1
153,1974,wajid khan	very good,RT,ncLPwwAaPw,2020-01-17,1
154,2843,Why doesnt the music work	Upsetting to have a clip made but NO music... Tried it for my business and this Is actually very disappointing.,FR,NzjoegFmic,2020-01-18,1
155,2844,Wont install.	Got a Nexus 4 with loads of free space but installer says it has 0 MB available.,FR,xbyDgTeunC,2020-01-16,1
156,1987,Sucks to the core	Doesnt deserve even a single star Why do I always have to update aaps( and I kept getting msg from server to update it But I ignored since I dint wanna update it Now I cannot update the new version  This is more than 7th time m trying to update and I just cannot It just stops in between I even dont want the new version since people are comenting saying it aint that good Why is it compulsory to update it?p anyways please help to get it downloaded? Otherwise ill take back that 1 star alsop,RT,KVYrMVhLTf,2020-01-30,1
157,2868,"Multiplayer cant join	Cant join games, just keeps searching. I tried custom join and says error cant join",FR,uzgEIrWUjR,2020-01-05,1
158,2869,Bummer :/	Seen a friend post a video on Facebook then I downloaded the ap.. all I can do is select photos and it wont let me continue after I have chosen which ones Id like to use.. :( it keeps telling me theres an error,FR,ZyShgACxrP,2020-01-20,1
159,1673,This app will not down load or let me remove it Why?,RT,RHmulccYpc,2020-01-14,1
160,2870,"Server error	In Belgium I bought on PlayStore and says need extra 160 MB to download, but always get server error 5002.  Thanks for taking my money!",FR,JjDbhpXgZC,2020-01-24,1
161,865,I will give it 5 stars when you add girl pygmies.,RT,qDfxUWmQUM,2020-01-02,1
162,411,imran	is good,RT,NWHEaSWvnk,2020-01-26,1
163,410,Discrasefull	They make us uninstall just to charge us 1.99 when you can download or free I would of never used it again but my online job is through teamspeak and Im always on the move ducking bankers honestly,RT,DJAzvqfCnL,2020-01-09,1
